call_type,arrived,aborted,answered,complete
Type 1,2020-02-15 09:29:53,,2020-02-15 09:30:00,2020-02-15 09:33:42
Type 1,2020-02-15 09:31:52,,2020-02-15 09:31:52,2020-02-15 09:33:42
Type 2,2020-02-15 09:29:26,,2020-02-15 09:29:37,2020-02-15 09:33:43
Type 2,2020-02-15 09:29:08,,2020-02-15 09:29:13,2020-02-15 09:33:49
Type 1,2020-02-15 09:31:49,,2020-02-15 09:31:49,2020-02-15 09:34:13
Type 2,2020-02-15 09:34:13,2020-02-15 09:34:19,,
Type 1,2020-02-15 09:32:14,,2020-02-15 09:32:41,2020-02-15 09:34:21
Type 1,2020-02-15 09:30:36,,2020-02-15 09:30:57,2020-02-15 09:34:23
Type 2,2020-02-15 09:34:11,2020-02-15 09:34:25,,
Type 1,2020-02-15 09:34:06,2020-02-15 09:34:28,,
Type 1,2020-02-15 09:34:00,2020-02-15 09:34:41,,
Type 2,2020-02-15 09:33:09,,2020-02-15 09:33:22,2020-02-15 09:34:49
Type 2,2020-02-15 09:33:03,,2020-02-15 09:33:20,2020-02-15 09:34:56
Type 1,2020-02-15 09:32:40,,2020-02-15 09:33:05,2020-02-15 09:35:01
Type 1,2020-02-15 09:31:58,,2020-02-15 09:32:11,2020-02-15 09:35:03
Type 2,2020-02-15 09:34:57,2020-02-15 09:35:03,,
Type 1,2020-02-15 09:33:14,,2020-02-15 09:33:23,2020-02-15 09:35:03
Type 1,2020-02-15 09:32:24,,2020-02-15 09:32:53,2020-02-15 09:35:03
Type 1,2020-02-15 09:34:50,2020-02-15 09:35:06,,
Type 2,2020-02-15 09:32:31,,2020-02-15 09:32:57,2020-02-15 09:35:07
Type 1,2020-02-15 09:33:51,,2020-02-15 09:33:51,2020-02-15 09:35:15
Type 1,2020-02-15 09:33:53,,2020-02-15 09:33:53,2020-02-15 09:35:23
Type 1,2020-02-15 09:33:53,,2020-02-15 09:34:13,2020-02-15 09:35:40
Type 1,2020-02-15 09:35:33,2020-02-15 09:35:41,,
Type 1,2020-02-15 09:35:05,2020-02-15 09:35:51,,
Type 2,2020-02-15 09:33:58,,2020-02-15 09:34:23,2020-02-15 09:36:03
Type 2,2020-02-15 09:35:22,2020-02-15 09:36:03,,
Type 2,2020-02-15 09:32:00,,2020-02-15 09:32:11,2020-02-15 09:36:13
Type 2,2020-02-15 09:34:00,,2020-02-15 09:34:49,2020-02-15 09:36:21
Type 1,2020-02-15 09:35:36,2020-02-15 09:36:22,,
Type 1,2020-02-15 09:33:55,,2020-02-15 09:34:21,2020-02-15 09:36:22
Type 2,2020-02-15 09:33:53,,2020-02-15 09:33:53,2020-02-15 09:36:27
Type 2,2020-02-15 09:36:09,2020-02-15 09:36:30,,
Type 2,2020-02-15 09:36:21,2020-02-15 09:36:32,,
Type 1,2020-02-15 09:36:26,2020-02-15 09:36:36,,
Type 2,2020-02-15 09:33:33,,2020-02-15 09:33:33,2020-02-15 09:36:37
Type 2,2020-02-15 09:32:52,,2020-02-15 09:33:12,2020-02-15 09:36:38
Type 1,2020-02-15 09:34:21,,2020-02-15 09:35:03,2020-02-15 09:36:42
Type 2,2020-02-15 09:32:28,,2020-02-15 09:32:55,2020-02-15 09:36:55
Type 2,2020-02-15 09:33:00,,2020-02-15 09:33:15,2020-02-15 09:36:56
Type 2,2020-02-15 09:32:06,,2020-02-15 09:32:39,2020-02-15 09:36:57
Type 1,2020-02-15 09:34:24,,2020-02-15 09:35:03,2020-02-15 09:36:59
Type 1,2020-02-15 09:34:29,,2020-02-15 09:35:07,2020-02-15 09:37:00
Type 2,2020-02-15 09:36:39,2020-02-15 09:37:19,,
Type 1,2020-02-15 09:35:11,,2020-02-15 09:36:22,2020-02-15 09:37:20
Type 2,2020-02-15 09:34:09,,2020-02-15 09:35:01,2020-02-15 09:37:29
Type 2,2020-02-15 09:37:13,2020-02-15 09:37:32,,
Type 2,2020-02-15 09:35:03,,2020-02-15 09:36:03,2020-02-15 09:37:40
Type 1,2020-02-15 09:33:42,,2020-02-15 09:33:42,2020-02-15 09:37:52
Type 1,2020-02-15 09:37:08,2020-02-15 09:37:56,,
Type 2,2020-02-15 09:34:57,,2020-02-15 09:35:15,2020-02-15 09:37:59
Type 2,2020-02-15 09:37:38,2020-02-15 09:38:06,,
Type 1,2020-02-15 09:35:56,,2020-02-15 09:36:55,2020-02-15 09:38:14
Type 1,2020-02-15 09:35:48,,2020-02-15 09:36:38,2020-02-15 09:38:20
Type 1,2020-02-15 09:37:54,2020-02-15 09:38:28,,
Type 1,2020-02-15 09:35:53,,2020-02-15 09:36:42,2020-02-15 09:38:30
Type 2,2020-02-15 09:35:11,,2020-02-15 09:36:21,2020-02-15 09:38:33
Type 1,2020-02-15 09:34:02,,2020-02-15 09:34:56,2020-02-15 09:38:34
Type 2,2020-02-15 09:38:22,2020-02-15 09:38:44,,
Type 2,2020-02-15 09:35:02,,2020-02-15 09:35:40,2020-02-15 09:38:47
Type 1,2020-02-15 09:35:59,,2020-02-15 09:36:56,2020-02-15 09:38:52
Type 2,2020-02-15 09:35:00,,2020-02-15 09:35:23,2020-02-15 09:39:01
Type 2,2020-02-15 09:38:40,2020-02-15 09:39:18,,
Type 1,2020-02-15 09:34:13,,2020-02-15 09:35:03,2020-02-15 09:39:22
Type 2,2020-02-15 09:36:47,,2020-02-15 09:37:52,2020-02-15 09:39:31
Type 2,2020-02-15 09:39:31,2020-02-15 09:39:49,,
Type 2,2020-02-15 09:35:07,,2020-02-15 09:36:13,2020-02-15 09:39:51
Type 2,2020-02-15 09:35:38,,2020-02-15 09:36:37,2020-02-15 09:39:53
Type 2,2020-02-15 09:37:46,,2020-02-15 09:38:20,2020-02-15 09:40:07
Type 2,2020-02-15 09:35:27,,2020-02-15 09:36:27,2020-02-15 09:40:09
Type 2,2020-02-15 09:38:45,,2020-02-15 09:39:22,2020-02-15 09:40:16
Type 2,2020-02-15 09:36:16,,2020-02-15 09:36:59,2020-02-15 09:40:22
Type 1,2020-02-15 09:37:16,,2020-02-15 09:37:59,2020-02-15 09:40:25
Type 1,2020-02-15 09:38:20,,2020-02-15 09:38:47,2020-02-15 09:40:27
Type 2,2020-02-15 09:36:21,,2020-02-15 09:37:00,2020-02-15 09:40:31
Type 1,2020-02-15 09:38:37,,2020-02-15 09:39:01,2020-02-15 09:40:37
Type 2,2020-02-15 09:38:05,,2020-02-15 09:38:30,2020-02-15 09:40:58
Type 2,2020-02-15 09:36:34,,2020-02-15 09:37:29,2020-02-15 09:41:02
Type 2,2020-02-15 09:36:27,,2020-02-15 09:37:20,2020-02-15 09:41:05
Type 2,2020-02-15 09:39:21,,2020-02-15 09:39:31,2020-02-15 09:41:09
Type 2,2020-02-15 09:37:37,,2020-02-15 09:38:14,2020-02-15 09:41:22
Type 1,2020-02-15 09:41:16,2020-02-15 09:41:25,,
Type 1,2020-02-15 09:36:39,,2020-02-15 09:37:40,2020-02-15 09:41:30
Type 1,2020-02-15 09:38:16,,2020-02-15 09:38:34,2020-02-15 09:41:34
Type 2,2020-02-15 09:36:09,,2020-02-15 09:36:57,2020-02-15 09:41:41
Type 1,2020-02-15 09:38:12,,2020-02-15 09:38:33,2020-02-15 09:41:48
Type 1,2020-02-15 09:40:19,,2020-02-15 09:40:27,2020-02-15 09:41:49
Type 2,2020-02-15 09:39:51,,2020-02-15 09:40:16,2020-02-15 09:41:55
Type 2,2020-02-15 09:38:24,,2020-02-15 09:38:52,2020-02-15 09:42:00
Type 1,2020-02-15 09:40:13,,2020-02-15 09:40:22,2020-02-15 09:42:03
Type 1,2020-02-15 09:40:17,,2020-02-15 09:40:25,2020-02-15 09:42:04
Type 2,2020-02-15 09:39:38,,2020-02-15 09:39:53,2020-02-15 09:42:26
Type 2,2020-02-15 09:39:32,,2020-02-15 09:39:51,2020-02-15 09:43:05
Type 2,2020-02-15 09:42:38,2020-02-15 09:43:05,,
Type 1,2020-02-15 09:43:00,2020-02-15 09:43:08,,
Type 2,2020-02-15 09:41:52,,2020-02-15 09:41:55,2020-02-15 09:43:08
Type 2,2020-02-15 09:39:43,,2020-02-15 09:40:09,2020-02-15 09:43:12
Type 2,2020-02-15 09:42:55,2020-02-15 09:43:16,,
Type 2,2020-02-15 09:41:29,,2020-02-15 09:41:34,2020-02-15 09:43:30
Type 2,2020-02-15 09:41:08,,2020-02-15 09:41:22,2020-02-15 09:43:33
Type 2,2020-02-15 09:39:42,,2020-02-15 09:40:07,2020-02-15 09:43:52
Type 2,2020-02-15 09:40:25,,2020-02-15 09:40:31,2020-02-15 09:44:00
Type 2,2020-02-15 09:40:38,,2020-02-15 09:40:38,2020-02-15 09:44:07
Type 1,2020-02-15 09:42:02,,2020-02-15 09:42:02,2020-02-15 09:44:10
Type 1,2020-02-15 09:41:41,,2020-02-15 09:41:48,2020-02-15 09:44:10
Type 2,2020-02-15 09:44:04,2020-02-15 09:44:10,,
Type 1,2020-02-15 09:42:22,,2020-02-15 09:42:26,2020-02-15 09:44:12
Type 2,2020-02-15 09:41:39,,2020-02-15 09:41:41,2020-02-15 09:44:13
Type 2,2020-02-15 09:42:08,,2020-02-15 09:42:08,2020-02-15 09:44:16
Type 1,2020-02-15 09:42:12,,2020-02-15 09:42:12,2020-02-15 09:44:36
Type 2,2020-02-15 09:40:58,,2020-02-15 09:41:02,2020-02-15 09:44:48
Type 1,2020-02-15 09:42:22,,2020-02-15 09:43:05,2020-02-15 09:44:50
Type 2,2020-02-15 09:40:51,,2020-02-15 09:40:58,2020-02-15 09:44:54
Type 1,2020-02-15 09:41:02,,2020-02-15 09:41:09,2020-02-15 09:44:58
Type 2,2020-02-15 09:40:58,,2020-02-15 09:41:05,2020-02-15 09:45:02
Type 1,2020-02-15 09:41:26,,2020-02-15 09:41:30,2020-02-15 09:45:03
Type 1,2020-02-15 09:43:16,,2020-02-15 09:43:33,2020-02-15 09:45:10
Type 2,2020-02-15 09:41:51,,2020-02-15 09:41:51,2020-02-15 09:45:15
Type 1,2020-02-15 09:43:33,,2020-02-15 09:44:00,2020-02-15 09:45:19
Type 2,2020-02-15 09:42:47,,2020-02-15 09:43:08,2020-02-15 09:45:30
Type 1,2020-02-15 09:45:29,2020-02-15 09:45:34,,
Type 1,2020-02-15 09:43:18,,2020-02-15 09:43:52,2020-02-15 09:45:34
Type 1,2020-02-15 09:43:55,,2020-02-15 09:44:13,2020-02-15 09:45:47
Type 1,2020-02-15 09:43:59,,2020-02-15 09:44:36,2020-02-15 09:45:50
Type 1,2020-02-15 09:43:49,,2020-02-15 09:44:12,2020-02-15 09:46:05
Type 2,2020-02-15 09:43:33,,2020-02-15 09:44:07,2020-02-15 09:46:15
Type 1,2020-02-15 09:43:45,,2020-02-15 09:44:10,2020-02-15 09:46:21
Type 1,2020-02-15 09:45:21,,2020-02-15 09:45:21,2020-02-15 09:46:39
Type 2,2020-02-15 09:46:35,2020-02-15 09:46:39,,
Type 2,2020-02-15 09:45:04,,2020-02-15 09:45:04,2020-02-15 09:46:43
Type 1,2020-02-15 09:45:16,,2020-02-15 09:45:16,2020-02-15 09:46:48
Type 2,2020-02-15 09:44:47,,2020-02-15 09:44:58,2020-02-15 09:46:53
Type 1,2020-02-15 09:43:16,,2020-02-15 09:43:30,2020-02-15 09:47:04
Type 1,2020-02-15 09:46:56,2020-02-15 09:47:20,,
Type 1,2020-02-15 09:45:22,,2020-02-15 09:45:22,2020-02-15 09:47:20
Type 2,2020-02-15 09:43:58,,2020-02-15 09:44:16,2020-02-15 09:47:29
Type 2,2020-02-15 09:44:24,,2020-02-15 09:44:48,2020-02-15 09:47:42
Type 2,2020-02-15 09:42:55,,2020-02-15 09:43:12,2020-02-15 09:47:43
Type 1,2020-02-15 09:46:01,,2020-02-15 09:46:01,2020-02-15 09:47:45
Type 2,2020-02-15 09:44:33,,2020-02-15 09:44:50,2020-02-15 09:47:53
Type 1,2020-02-15 09:47:48,2020-02-15 09:48:00,,
Type 1,2020-02-15 09:43:49,,2020-02-15 09:44:10,2020-02-15 09:48:05
Type 2,2020-02-15 09:48:00,2020-02-15 09:48:13,,
Type 1,2020-02-15 09:46:22,,2020-02-15 09:46:22,2020-02-15 09:48:18
Type 1,2020-02-15 09:46:26,,2020-02-15 09:46:26,2020-02-15 09:48:24
Type 2,2020-02-15 09:46:34,,2020-02-15 09:46:43,2020-02-15 09:48:26
Type 1,2020-02-15 09:46:35,,2020-02-15 09:46:48,2020-02-15 09:48:31
Type 1,2020-02-15 09:45:28,,2020-02-15 09:45:30,2020-02-15 09:48:32
Type 2,2020-02-15 09:48:19,2020-02-15 09:48:38,,
Type 2,2020-02-15 09:44:34,,2020-02-15 09:44:54,2020-02-15 09:48:43
Type 2,2020-02-15 09:45:46,,2020-02-15 09:45:47,2020-02-15 09:48:47
Type 2,2020-02-15 09:46:49,,2020-02-15 09:47:04,2020-02-15 09:48:55
Type 2,2020-02-15 09:46:07,,2020-02-15 09:46:07,2020-02-15 09:49:05
Type 1,2020-02-15 09:47:19,,2020-02-15 09:47:42,2020-02-15 09:49:14
Type 1,2020-02-15 09:47:27,,2020-02-15 09:47:43,2020-02-15 09:49:16
Type 1,2020-02-15 09:47:17,,2020-02-15 09:47:29,2020-02-15 09:49:21
Type 1,2020-02-15 09:47:29,,2020-02-15 09:47:45,2020-02-15 09:49:28
Type 2,2020-02-15 09:46:32,,2020-02-15 09:46:39,2020-02-15 09:49:42
Type 1,2020-02-15 09:47:42,,2020-02-15 09:47:53,2020-02-15 09:49:53
Type 2,2020-02-15 09:45:27,,2020-02-15 09:45:27,2020-02-15 09:50:00
Type 1,2020-02-15 09:47:56,,2020-02-15 09:48:24,2020-02-15 09:50:03
Type 1,2020-02-15 09:50:04,2020-02-15 09:50:06,,
Type 2,2020-02-15 09:48:39,,2020-02-15 09:48:55,2020-02-15 09:50:08
Type 2,2020-02-15 09:45:42,,2020-02-15 09:45:42,2020-02-15 09:50:13
Type 1,2020-02-15 09:49:12,,2020-02-15 09:49:16,2020-02-15 09:50:14
Type 1,2020-02-15 09:46:40,,2020-02-15 09:46:53,2020-02-15 09:50:17
Type 1,2020-02-15 09:47:52,,2020-02-15 09:48:18,2020-02-15 09:50:28
Type 1,2020-02-15 09:49:27,,2020-02-15 09:49:28,2020-02-15 09:50:45
Type 1,2020-02-15 09:48:29,,2020-02-15 09:48:43,2020-02-15 09:50:46
Type 1,2020-02-15 09:50:16,2020-02-15 09:50:49,,
Type 1,2020-02-15 09:50:44,2020-02-15 09:50:54,,
Type 1,2020-02-15 09:50:27,2020-02-15 09:51:05,,
Type 2,2020-02-15 09:47:15,,2020-02-15 09:47:20,2020-02-15 09:51:06
Type 1,2020-02-15 09:47:49,,2020-02-15 09:48:05,2020-02-15 09:51:20
Type 2,2020-02-15 09:51:32,2020-02-15 09:51:44,,
Type 1,2020-02-15 09:51:00,2020-02-15 09:51:48,,
Type 2,2020-02-15 09:48:00,,2020-02-15 09:48:31,2020-02-15 09:51:54
Type 1,2020-02-15 09:49:55,,2020-02-15 09:50:13,2020-02-15 09:51:57
Type 1,2020-02-15 09:51:38,2020-02-15 09:52:00,,
Type 2,2020-02-15 09:49:03,,2020-02-15 09:49:05,2020-02-15 09:52:03
Type 2,2020-02-15 09:51:48,2020-02-15 09:52:15,,
Type 1,2020-02-15 09:48:19,,2020-02-15 09:48:32,2020-02-15 09:52:16
Type 2,2020-02-15 09:49:29,,2020-02-15 09:49:42,2020-02-15 09:52:19
Type 1,2020-02-15 09:50:15,,2020-02-15 09:50:46,2020-02-15 09:52:19
Type 1,2020-02-15 09:47:57,,2020-02-15 09:48:26,2020-02-15 09:52:23
Type 1,2020-02-15 09:50:44,,2020-02-15 09:51:06,2020-02-15 09:52:25
Type 2,2020-02-15 09:49:40,,2020-02-15 09:50:00,2020-02-15 09:52:57
Type 2,2020-02-15 09:49:36,,2020-02-15 09:49:53,2020-02-15 09:53:00
Type 2,2020-02-15 09:49:23,,2020-02-15 09:49:23,2020-02-15 09:53:14
Type 2,2020-02-15 09:49:10,,2020-02-15 09:49:14,2020-02-15 09:53:18
Type 1,2020-02-15 09:50:59,,2020-02-15 09:51:54,2020-02-15 09:53:21
Type 2,2020-02-15 09:48:32,,2020-02-15 09:48:47,2020-02-15 09:53:31
Type 1,2020-02-15 09:52:08,,2020-02-15 09:52:19,2020-02-15 09:53:47
Type 2,2020-02-15 09:49:41,,2020-02-15 09:50:03,2020-02-15 09:53:49
Type 1,2020-02-15 09:50:06,,2020-02-15 09:50:17,2020-02-15 09:53:49
Type 2,2020-02-15 09:53:46,2020-02-15 09:53:54,,
Type 2,2020-02-15 09:49:58,,2020-02-15 09:50:14,2020-02-15 09:53:56
Type 1,2020-02-15 09:52:19,,2020-02-15 09:52:19,2020-02-15 09:53:58
Type 2,2020-02-15 09:52:21,,2020-02-15 09:52:23,2020-02-15 09:54:01
Type 2,2020-02-15 09:51:29,,2020-02-15 09:51:57,2020-02-15 09:54:06
Type 2,2020-02-15 09:50:06,,2020-02-15 09:50:28,2020-02-15 09:54:09
Type 1,2020-02-15 09:50:56,,2020-02-15 09:51:20,2020-02-15 09:54:17
Type 2,2020-02-15 09:50:12,,2020-02-15 09:50:45,2020-02-15 09:54:28
Type 2,2020-02-15 09:52:35,,2020-02-15 09:52:35,2020-02-15 09:54:32
Type 1,2020-02-15 09:49:55,,2020-02-15 09:50:08,2020-02-15 09:54:35
Type 2,2020-02-15 09:51:38,,2020-02-15 09:52:03,2020-02-15 09:54:37
Type 2,2020-02-15 09:54:20,2020-02-15 09:54:41,,
Type 1,2020-02-15 09:52:51,,2020-02-15 09:53:21,2020-02-15 09:54:46
Type 1,2020-02-15 09:54:48,2020-02-15 09:54:54,,
Type 1,2020-02-15 09:52:43,,2020-02-15 09:53:14,2020-02-15 09:54:58
Type 1,2020-02-15 09:52:40,,2020-02-15 09:53:00,2020-02-15 09:54:59
Type 2,2020-02-15 09:53:02,,2020-02-15 09:53:49,2020-02-15 09:55:14
Type 1,2020-02-15 09:52:35,,2020-02-15 09:52:57,2020-02-15 09:55:15
Type 1,2020-02-15 09:54:52,2020-02-15 09:55:16,,
Type 2,2020-02-15 09:53:23,,2020-02-15 09:54:01,2020-02-15 09:55:18
Type 1,2020-02-15 09:52:56,,2020-02-15 09:53:47,2020-02-15 09:55:27
Type 1,2020-02-15 09:51:42,,2020-02-15 09:52:16,2020-02-15 09:55:31
Type 1,2020-02-15 09:53:50,,2020-02-15 09:54:06,2020-02-15 09:55:40
Type 2,2020-02-15 09:52:52,,2020-02-15 09:53:31,2020-02-15 09:55:45
Type 1,2020-02-15 09:54:07,,2020-02-15 09:54:28,2020-02-15 09:55:47
Type 2,2020-02-15 09:55:50,2020-02-15 09:55:50,,
Type 1,2020-02-15 09:53:17,,2020-02-15 09:53:58,2020-02-15 09:55:51
Type 1,2020-02-15 09:54:20,,2020-02-15 09:54:58,2020-02-15 09:56:09
Type 2,2020-02-15 09:54:09,,2020-02-15 09:54:35,2020-02-15 09:56:15
Type 1,2020-02-15 09:54:08,,2020-02-15 09:54:32,2020-02-15 09:56:33
Type 2,2020-02-15 09:54:31,,2020-02-15 09:55:14,2020-02-15 09:56:42
Type 2,2020-02-15 09:53:09,,2020-02-15 09:53:56,2020-02-15 09:56:45
Type 2,2020-02-15 09:54:54,,2020-02-15 09:55:18,2020-02-15 09:56:46
Type 1,2020-02-15 09:56:52,2020-02-15 09:56:52,,
Type 1,2020-02-15 09:55:00,,2020-02-15 09:55:27,2020-02-15 09:56:54
Type 1,2020-02-15 09:55:39,,2020-02-15 09:55:45,2020-02-15 09:56:59
Type 2,2020-02-15 09:55:16,,2020-02-15 09:55:31,2020-02-15 09:57:02
Type 2,2020-02-15 09:52:46,,2020-02-15 09:53:18,2020-02-15 09:57:06
Type 1,2020-02-15 09:54:05,,2020-02-15 09:54:17,2020-02-15 09:57:22
Type 2,2020-02-15 09:54:01,,2020-02-15 09:54:09,2020-02-15 09:57:40
Type 2,2020-02-15 09:54:13,,2020-02-15 09:54:46,2020-02-15 09:57:53
Type 1,2020-02-15 09:56:16,,2020-02-15 09:56:33,2020-02-15 09:58:03
Type 2,2020-02-15 09:57:50,2020-02-15 09:58:07,,
Type 2,2020-02-15 09:54:22,,2020-02-15 09:54:59,2020-02-15 09:58:13
Type 1,2020-02-15 09:56:05,,2020-02-15 09:56:15,2020-02-15 09:58:19
Type 2,2020-02-15 09:55:40,,2020-02-15 09:55:47,2020-02-15 09:58:22
Type 1,2020-02-15 09:58:06,2020-02-15 09:58:28,,
Type 1,2020-02-15 09:56:55,,2020-02-15 09:56:55,2020-02-15 09:58:29
Type 2,2020-02-15 09:53:00,,2020-02-15 09:53:49,2020-02-15 09:58:35
Type 1,2020-02-15 09:56:29,,2020-02-15 09:56:45,2020-02-15 09:58:39
Type 2,2020-02-15 09:57:07,,2020-02-15 09:57:07,2020-02-15 09:59:08
Type 2,2020-02-15 09:54:50,,2020-02-15 09:55:15,2020-02-15 09:59:11
Type 2,2020-02-15 09:54:12,,2020-02-15 09:54:37,2020-02-15 09:59:15
Type 2,2020-02-15 09:57:27,,2020-02-15 09:57:27,2020-02-15 09:59:26
Type 1,2020-02-15 09:56:50,,2020-02-15 09:56:50,2020-02-15 09:59:31
Type 2,2020-02-15 09:59:26,2020-02-15 09:59:31,,
Type 1,2020-02-15 09:59:33,2020-02-15 09:59:33,,
Type 2,2020-02-15 09:55:27,,2020-02-15 09:55:40,2020-02-15 09:59:37
Type 2,2020-02-15 09:56:03,,2020-02-15 09:56:09,2020-02-15 09:59:44
Type 2,2020-02-15 09:57:00,,2020-02-15 09:57:00,2020-02-15 09:59:46
Type 1,2020-02-15 09:58:17,,2020-02-15 09:58:39,2020-02-15 09:59:49
Type 2,2020-02-15 09:59:16,2020-02-15 10:00:00,,
Type 1,2020-02-15 09:59:28,2020-02-15 10:00:09,,
Type 1,2020-02-15 09:59:48,2020-02-15 10:00:10,,
Type 2,2020-02-15 09:59:16,2020-02-15 10:00:15,,
Type 1,2020-02-15 09:57:36,,2020-02-15 09:58:03,2020-02-15 10:00:18
Type 1,2020-02-15 09:57:53,,2020-02-15 09:58:22,2020-02-15 10:00:21
Type 2,2020-02-15 09:55:43,,2020-02-15 09:55:51,2020-02-15 10:00:23
Type 2,2020-02-15 09:57:12,,2020-02-15 09:57:12,2020-02-15 10:00:32
Type 1,2020-02-15 09:57:56,,2020-02-15 09:58:35,2020-02-15 10:00:35
Type 2,2020-02-15 10:00:08,2020-02-15 10:00:36,,
Type 2,2020-02-15 09:57:46,,2020-02-15 09:58:13,2020-02-15 10:00:39
Type 2,2020-02-15 10:00:41,2020-02-15 10:00:41,,
Type 1,2020-02-15 09:59:07,,2020-02-15 09:59:44,2020-02-15 10:00:43
Type 1,2020-02-15 09:57:55,,2020-02-15 09:58:29,2020-02-15 10:00:44
Type 1,2020-02-15 09:59:09,,2020-02-15 09:59:46,2020-02-15 10:00:54
Type 2,2020-02-15 09:58:24,,2020-02-15 09:59:08,2020-02-15 10:01:03
Type 1,2020-02-15 09:56:19,,2020-02-15 09:56:42,2020-02-15 10:01:08
Type 1,2020-02-15 09:59:02,,2020-02-15 09:59:37,2020-02-15 10:01:11
Type 2,2020-02-15 09:57:28,,2020-02-15 09:57:53,2020-02-15 10:01:18
Type 2,2020-02-15 09:58:48,,2020-02-15 09:59:31,2020-02-15 10:01:24
Type 1,2020-02-15 09:58:39,,2020-02-15 09:59:11,2020-02-15 10:01:24
Type 1,2020-02-15 09:57:50,,2020-02-15 09:58:19,2020-02-15 10:01:33
Type 1,2020-02-15 09:59:54,,2020-02-15 10:00:35,2020-02-15 10:01:47
Type 2,2020-02-15 09:57:28,,2020-02-15 09:57:40,2020-02-15 10:02:03
Type 1,2020-02-15 09:59:28,,2020-02-15 10:00:21,2020-02-15 10:02:07
Type 1,2020-02-15 09:59:15,,2020-02-15 10:00:18,2020-02-15 10:02:12
Type 1,2020-02-15 10:01:59,2020-02-15 10:02:13,,
Type 1,2020-02-15 10:02:11,2020-02-15 10:02:13,,
Type 1,2020-02-15 09:59:56,,2020-02-15 10:00:39,2020-02-15 10:02:14
Type 1,2020-02-15 09:58:45,,2020-02-15 09:59:26,2020-02-15 10:02:15
Type 1,2020-02-15 10:01:01,,2020-02-15 10:01:18,2020-02-15 10:02:30
Type 2,2020-02-15 09:58:41,,2020-02-15 09:59:15,2020-02-15 10:02:33
Type 2,2020-02-15 10:01:26,,2020-02-15 10:01:33,2020-02-15 10:02:46
Type 1,2020-02-15 09:59:28,,2020-02-15 10:00:23,2020-02-15 10:02:46
Type 1,2020-02-15 10:00:18,,2020-02-15 10:00:44,2020-02-15 10:02:50
Type 2,2020-02-15 10:02:23,2020-02-15 10:02:55,,
Type 1,2020-02-15 10:00:15,,2020-02-15 10:00:43,2020-02-15 10:02:55
Type 2,2020-02-15 09:59:09,,2020-02-15 09:59:49,2020-02-15 10:03:01
Type 2,2020-02-15 09:59:52,,2020-02-15 10:00:32,2020-02-15 10:03:13
Type 2,2020-02-15 10:02:50,2020-02-15 10:03:15,,
Type 1,2020-02-15 10:02:50,2020-02-15 10:03:23,,
Type 2,2020-02-15 10:00:56,,2020-02-15 10:01:11,2020-02-15 10:03:36
Type 1,2020-02-15 10:01:50,,2020-02-15 10:02:12,2020-02-15 10:03:42
Type 1,2020-02-15 10:01:58,,2020-02-15 10:02:33,2020-02-15 10:03:49
Type 1,2020-02-15 10:01:06,,2020-02-15 10:01:24,2020-02-15 10:03:53
Type 1,2020-02-15 10:03:56,2020-02-15 10:04:00,,
Type 1,2020-02-15 10:01:56,,2020-02-15 10:02:30,2020-02-15 10:04:08
Type 1,2020-02-15 10:00:55,,2020-02-15 10:01:08,2020-02-15 10:04:14
Type 1,2020-02-15 10:02:08,,2020-02-15 10:02:46,2020-02-15 10:04:15
Type 1,2020-02-15 10:03:53,2020-02-15 10:04:16,,
Type 2,2020-02-15 10:01:47,,2020-02-15 10:02:07,2020-02-15 10:04:25
Type 2,2020-02-15 10:00:23,,2020-02-15 10:00:54,2020-02-15 10:04:35
Type 1,2020-02-15 10:04:23,2020-02-15 10:04:41,,
Type 1,2020-02-15 10:04:26,2020-02-15 10:04:41,,
Type 1,2020-02-15 10:02:14,,2020-02-15 10:02:55,2020-02-15 10:04:44
Type 2,2020-02-15 10:01:50,,2020-02-15 10:02:14,2020-02-15 10:04:46
Type 2,2020-02-15 10:04:43,2020-02-15 10:04:50,,
Type 2,2020-02-15 10:04:09,2020-02-15 10:04:54,,
Type 1,2020-02-15 10:00:45,,2020-02-15 10:01:03,2020-02-15 10:04:58
Type 1,2020-02-15 10:02:24,,2020-02-15 10:03:13,2020-02-15 10:05:02
Type 1,2020-02-15 10:05:02,2020-02-15 10:05:03,,
Type 1,2020-02-15 10:04:10,2020-02-15 10:05:07,,
Type 2,2020-02-15 10:01:42,,2020-02-15 10:02:03,2020-02-15 10:05:08
Type 1,2020-02-15 10:02:57,,2020-02-15 10:03:42,2020-02-15 10:05:14
Type 1,2020-02-15 10:02:19,,2020-02-15 10:03:01,2020-02-15 10:05:19
Type 1,2020-02-15 10:03:08,,2020-02-15 10:03:49,2020-02-15 10:05:19
Type 1,2020-02-15 10:04:58,2020-02-15 10:05:20,,
Type 2,2020-02-15 10:02:10,,2020-02-15 10:02:50,2020-02-15 10:05:22
Type 2,2020-02-15 10:01:15,,2020-02-15 10:01:24,2020-02-15 10:05:22
Type 1,2020-02-15 10:01:54,,2020-02-15 10:02:15,2020-02-15 10:05:24
Type 2,2020-02-15 10:05:26,2020-02-15 10:05:28,,
Type 1,2020-02-15 10:03:43,,2020-02-15 10:04:15,2020-02-15 10:05:29
Type 2,2020-02-15 10:05:27,2020-02-15 10:05:35,,
